Estimation_point,Date,Year,Road_Segment_Type,Lat,Long,Proj Lat,Proj Long,Region,Day Volume,AADT,AAWDT,Tom Tom Day,Tom Tom AADT,Tom Tom AAWDT,Pen Rate Day,Pen Rate AADT,Pen Rate AAWDT,Road Class,Road Class FID,Speed,Speed Limit FID,Lanes,Lane Number FID,descriptio,Aggregate,CensusDivision,Population2021,PopPerSqKm2021,Employment_rate,Employment_Count,Removed?,Note
1204672,6/25/2024,2024,Midblock,53.442072,-113.466496,5933775.886,33940.3204,SE,36102.0,33002.56457,34586.75796,7319.0,6968.612022,7155.332061,20.27%,21.12%,20.69%,Minor Arterial,25821,70,13803,3,9745,Small Scale Residential,Residential,Division No. 11,5,1.8,,,0,
1206012,7/3/2024,2024,Midblock,53.535774,-113.488051,5939002.213,38521.1848,Downtown,42481.0,39369.41356,41069.95092,9795.0,10400.42623,10814.39313,23.06%,26.42%,26.33%,Minor Arterial,23779,60,16147,3,12523,River Valley,Others,Division No. 11,378,1438.9,62.3,385.0,0,
1206020,7/3/2024,2024,Midblock,53.548391,-113.468878,5938795.888,29335.2878,Downtown,9781.0,9064.575552,9456.114262,1620.0,1777.480874,1854.931298,16.56%,19.61%,19.62%,Minor Arterial,9753,50,11140,2,12868,River Valley,Others,Division No. 11,682,2160.3,67.3,550.0,0,
1206161,7/3/2024,2024,Midblock,53.582419,-113.418314,5936024.97,37192.828,NE,26490.0,25682.27345,26612.19322,4427.0,4166.699454,4237.885496,16.71%,16.22%,15.92%,Major Arterial,19789,60,11706,3,29805,Small Scale Residential,Residential,Division No. 11,497,2257.0,47.0,415.0,0,
1205816,7/3/2024,2024,Midblock,53.581159,-113.557039,5928363.34,38175.6751,NW,41911.0,38042.43599,39123.70778,8385.0,8459.830601,8925.923664,20.01%,22.24%,22.81%,Major Arterial,21459,60,7819,4,25146,Business Commercial,Commercial,Division No. 11,562,1198.8,48.4,455.0,0,
1205593,7/3/2024,2024,Midblock,53.555763,-113.438726,5937673.769,42207.1168,SE,53822.0,48077.25457,50385.0652,10627.0,10684.45628,10842.35496,19.74%,22.22%,21.52%,Minor Arterial,22522,80,3468,3,13667,River Valley,Others,Division No. 11,670,759.3,42.9,525.0,0,
1205595,7/3/2024,2024,Midblock,53.486849,-113.424828,5927807.582,41901.0186,SE,75941.0,67835.36081,71091.60262,17473.0,16055.5,16854.32824,23.01%,23.67%,23.71%,Major Arterial,20368,80,10544,3,16379,Business Employment,Commercial,Division No. 11,555,342.0,56.8,405.0,0,
1205810,7/3/2024,2024,Midblock,53.570199,-113.362838,5930414.616,28753.676,SE,3139.0,2803.955671,2938.551515,456.0,392.3688525,451.629771,14.53%,13.99%,15.37%,Minor Arterial,21559,60,6934,4,23567,Medium Industrial,Industrial,Division No. 11,25,1.4,,,0,
1205826,7/3/2024,2024,Midblock,53.481572,-113.368778,5933806.343,30544.1012,SE,36022.0,32177.15552,33721.72752,8183.0,7241.568306,7558.320611,22.72%,22.51%,22.41%,Major Arterial,33220,80,10544,1,5105,Direct Development Control Provision,Direct Control Provisions,Division No. 11,1137,2850.3,65.3,980.0,0,
1205804,7/3/2024,2024,Midblock,53.50588,-113.566591,5940970.324,38768.3127,SW,112010.0,104902.5005,111213.1204,23538.0,21900.13115,22349.48473,21.01%,20.88%,20.10%,Major Arterial,23500,80,10544,5,12774,River Valley,Others,Division No. 11,356,996.1,60.0,250.0,0,
1205585,7/4/2024,2024,Midblock,53.536256,-113.539274,5934558.879,29953.5858,Downtown,32183.0,29447.02088,30720.81779,7436.0,7366.95082,7805.450382,23.11%,25.02%,25.41%,Minor Arterial,23862,60,11394,2,1034,River Valley,Others,Division No. 11,1384,1581.2,63.8,1300.0,0,
1205716,7/4/2024,2024,Midblock,53.600085,-113.414338,5937738.307,24434.5968,NE,24824.0,23543.12526,24395.58941,4029.0,3818.497268,3838.225191,16.23%,16.22%,15.73%,Major Arterial,22956,60,17394,3,30039,Future Urban Development,Others,Division No. 11,389,1201.7,58.2,335.0,0,
1205582,7/4/2024,2024,Midblock,53.543052,-113.548109,5938562.46,27094.1702,NW,21318.0,19012.12558,19552.50304,4971.0,5044.035519,5087.09542,23.32%,26.53%,26.02%,Minor Arterial,6286,50,14481,3,24450,River Valley,Others,Division No. 11,434,1603.3,58.8,340.0,0,
1205704,7/4/2024,2024,Midblock,53.571907,-113.63112,5931154.333,31443.3094,NW,59850.0,53376.28839,54893.39088,12667.0,11645.22131,12616.48092,21.16%,21.82%,22.98%,Major Arterial,8438,90,533,3,22262,Medium Industrial,Industrial,Division No. 11,134,7.3,52.0,125.0,0,
1205778,7/4/2024,2024,Midblock,53.579182,-113.590899,5939901.191,39524.8044,NW,34306.0,30595.27067,31464.87331,5922.0,4884.027322,5515.633588,17.26%,15.96%,17.53%,Minor Arterial,30206,60,2804,3,25785,Medium Industrial,Industrial,Division No. 11,20,3.3,,,0,
1258407,7/4/2024,2024,Midblock,53.512373,-113.525977,5935407.402,23873.3322,SW,33840.0,31405.6349,33294.90372,7982.0,8023.942623,8442.267176,23.59%,25.55%,25.36%,Minor Arterial,30012,50,575,2,28925,Parks and Services,Others,Division No. 11,552,3447.8,59.5,420.0,0,
1206797,7/10/2024,2024,Midblock,53.590422,-113.403046,5935411.064,34856.1727,NE,6273.0,6081.725231,6301.936128,729.0,758.6666667,775.4885496,11.62%,12.47%,12.31%,Collector,22650,40,12294,4,28240,River Valley,Others,Division No. 11,662,2334.3,53.6,550.0,0,
1207693,7/16/2024,2024,Midblock,53.550988,-113.639771,5933720.204,33748.7159,NW,16993.0,15665.7789,16111.04389,2919.0,2540.532787,2915.366412,17.18%,16.22%,18.10%,Minor Arterial,28341,60,2581,5,33039,Medium Industrial,Industrial,Division No. 11,141,14.9,,,0,
1209170,7/23/2024,2024,Midblock,53.550407,-113.474055,5933931.162,32520.5848,Downtown,18436.0,17216.78809,17960.77244,4950.0,5077.896175,4982.874046,26.85%,29.49%,27.74%,Minor Arterial,8104,50,7414,4,21987,River Valley,Others,Division No. 11,619,12842.3,49.1,560.0,0,
1209177,7/23/2024,2024,Midblock,53.535286,-113.490947,5938198.815,40838.1545,Downtown,45361.0,42361.18054,44191.72265,10815.0,10445.23497,10860.38168,23.84%,24.66%,24.58%,Minor Arterial,21440,60,8120,3,22975,Direct Development Control Provision,Direct Control Provisions,Division No. 11,378,1438.9,62.3,385.0,0,
1209188,7/23/2024,2024,Midblock,53.537259,-113.509449,5934064.123,28795.9816,Downtown,3616.0,3376.866225,3522.789822,726.0,832.0163934,823.7633588,20.08%,24.64%,23.38%,Collector,9223,40,8022,2,12299,Large Scale Residential,Residential,Division No. 11,561,13750.0,54.7,585.0,0,
1210279,7/23/2024,2024,Midblock,53.575025,-113.383434,5926067.995,22277.4143,NE,20716.0,19927.07364,20648.60554,3394.0,3461.532787,3420.732824,16.38%,17.37%,16.57%,Minor Arterial,20059,60,2028,2,31776,Small-Medium Scale Transition Residential,Residential,Division No. 11,1210,2481.5,47.8,930.0,0,
1209184,7/23/2024,2024,Midblock,53.538671,-113.565618,5931809.987,35027.2178,NW,21438.0,19763.60667,20325.34331,4673.0,4882.092896,5007.221374,21.80%,24.70%,24.64%,Minor Arterial,22655,60,1404,2,20236,River Valley,Others,Division No. 11,566,1670.6,64.4,505.0,0,
1209203,7/23/2024,2024,Midblock,53.512139,-113.63001,5927617.158,34112.2216,NW,32339.0,29813.19508,30660.56896,6503.0,6545.877049,6531.335878,20.11%,21.96%,21.30%,Minor Arterial,19105,60,17473,3,10207,Small Scale Flex Residential,Residential,Division No. 11,695,3207.2,62.3,610.0,0,
1210253,7/23/2024,2024,Midblock,53.467136,-113.664515,5930110.574,29134.911,NW,8171.0,7532.812301,7746.915766,1698.0,1622.718579,1639.534351,20.78%,21.54%,21.16%,Minor Arterial,7215,60,1417,3,27318,River Valley,Others,Division No. 11,973,614.7,67.8,730.0,0,
1209952,7/23/2024,2024,Midblock,53.518038,-113.471877,5924803.21,29997.7687,SE,20897.0,18916.41216,19824.44024,4350.0,4582.923497,4466.236641,20.82%,24.23%,22.53%,Minor Arterial,6944,50,13342,2,18058,River Valley,Others,Division No. 11,629,1851.1,58.6,495.0,0,
1209953,7/23/2024,2024,Midblock,53.480423,-113.486128,5923700.768,32098.9992,SE,21985.0,19901.29308,20856.59754,4475.0,4204.636612,4442.110687,20.35%,21.13%,21.30%,Minor Arterial,20944,60,13067,3,20000,Business Employment,Commercial,Division No. 11,52,7.8,,,0,
1209189,7/23/2024,2024,Midblock,53.503127,-113.560873,5934184.576,31218.9677,SW,37224.0,35230.17084,37349.51227,9090.0,9592.571038,9709.679389,24.42%,27.23%,26.00%,Minor Arterial,7045,70,4004,3,17454,River Valley,Others,Division No. 11,638,246.8,63.3,395.0,0,
1209205,7/23/2024,2024,Midblock,53.455388,-113.548375,5926705.781,27999.7781,SW,26651.0,25223.49245,26740.86212,4995.0,5188.314208,5383.133588,18.74%,20.57%,20.13%,Minor Arterial,25948,60,1436,2,9251,River Valley,Others,Division No. 11,904,1360.8,64.8,895.0,0,
1209256,7/23/2024,2024,Midblock,53.406669,-113.518083,5935446.643,30955.995,SW,8757.0,8287.948797,8786.526945,1846.0,1512.915301,1555.541985,21.08%,18.25%,17.70%,Minor Arterial,8123,60,3400,3,20890,River Valley,Others,Division No. 11,4180,3692.6,63.7,3210.0,0,
1209258,7/23/2024,2024,Midblock,53.445358,-113.516854,5937637.575,34966.3909,SW,27741.0,26255.10878,27834.5374,5478.0,5586.879781,5724.156489,19.75%,21.28%,20.56%,Minor Arterial,24584,60,2033,3,16622,River Valley,Others,Division No. 11,862,1275.5,43.7,790.0,0,
1210547,7/24/2024,2024,Midblock,53.539615,-113.529057,5937652.89,37454.3875,Downtown,12697.0,11766.98863,12275.25639,3018.0,2973.980874,3090.198473,23.77%,25.27%,25.17%,Minor Arterial,23996,60,16346,3,4628,River Valley,Others,Division No. 11,1384,1581.2,63.8,1300.0,0,
1219543,8/27/2024,2024,Midblock,53.472594,-113.578285,5937312.467,38109.5926,SW,36574.0,34208.78763,36266.68571,8968.0,8263.715847,8313.145038,24.52%,24.16%,22.92%,Minor Arterial,19608,70,2956,2,31375,Small Scale Residential,Residential,Division No. 11,939,1876.5,52.1,815.0,0,
1225249,9/10/2024,2024,Midblock,53.550971,-113.532899,5938187.173,38881.2925,Downtown,23406.0,21362.95106,22277.26529,5927.0,5250.169399,5430.503817,25.32%,24.58%,24.38%,Minor Arterial,8051,50,1585,5,17551,Mixed Use,Others,Division No. 11,1251,4461.5,68.2,1225.0,0,
1222464,9/10/2024,2024,Midblock,53.570406,-113.472143,5937276.593,39908.5432,NE,15495.0,13797.84308,14297.44398,2773.0,2472.680328,2500.152672,17.90%,17.92%,17.49%,Minor Arterial,6699,50,2400,3,20662,Neighbourhood Parks and Services,Residential,Division No. 11,638,4412.2,41.5,470.0,0,
1222694,9/10/2024,2024,Midblock,53.570372,-113.434584,5937639.841,36036.3693,NE,12813.0,11409.60074,11822.72667,1957.0,1781.969945,1806.896947,15.27%,15.62%,15.28%,Minor Arterial,5345,50,12158,3,10720,Medium Scale Residential,Residential,Division No. 11,513,2003.1,53.7,475.0,0,
1222711,9/10/2024,2024,Midblock,53.567266,-113.424735,5936332.12,31536.4798,NE,13527.0,12045.3968,12481.54403,2470.0,2325.161202,2353.209924,18.26%,19.30%,18.85%,Minor Arterial,21600,50,10794,3,5967,Neighbourhood Parks and Services,Residential,Division No. 11,386,2113.9,67.2,305.0,0,
1223038,9/10/2024,2024,Midblock,53.575069,-113.412978,5943558.739,33013.252,NE,3110.0,2769.363794,2869.638644,456.0,413.4726776,411.4465649,14.66%,14.93%,14.34%,Collector,8686,40,6922,2,1138,Small Scale Residential,Residential,Division No. 11,455,3202.0,44.9,445.0,0,
1225258,9/10/2024,2024,Midblock,53.56681,-113.397586,5936334.982,31896.0022,NE,2087.0,1858.412295,1925.702845,289.0,268.3333333,263.6908397,13.85%,14.44%,13.69%,Collector,4798,30,11074,2,2330,Parks and Services,Others,Division No. 11,623,2876.3,37.6,545.0,0,
1228241,9/10/2024,2024,Midblock,53.570354,-113.455991,5943683.28,32566.8588,NE,19588.0,17442.53955,18074.10989,3696.0,3057.013661,3102.118321,18.87%,17.53%,17.16%,Minor Arterial,23791,50,4125,2,23390,Urban Facilities,Others,Division No. 11,595,532.6,60.6,520.0,0,
1222485,9/10/2024,2024,Midblock,53.558893,-113.524051,5936939.666,33241.0542,NW,25394.0,24770.98535,25475.04561,5257.0,4537.928962,4741.877863,20.70%,18.32%,18.61%,Minor Arterial,20870,60,5823,3,21099,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,593,1223.7,45.3,585.0,0,
1222500,9/10/2024,2024,Midblock,53.623737,-113.501,5935971.634,29306.2035,NW,747.0,728.6731534,749.38407,42.0,33.39071038,34.9389313,5.62%,4.58%,4.66%,Local,28875,40,1966,2,27641,Parks and Services,Others,Division No. 11,1105,2732.4,45.1,865.0,0,
1222575,9/10/2024,2024,Midblock,53.558897,-113.518625,5935985.467,26822.6365,NW,24495.0,23894.04135,24573.17643,5031.0,4379.833333,4564.255725,20.54%,18.33%,18.57%,Minor Arterial,5545,60,5823,3,19709,Small Scale Residential,Residential,Division No. 11,616,3969.1,56.5,540.0,0,
1222583,9/10/2024,2024,Midblock,53.624884,-113.507734,5935437.881,28282.592,NW,2588.0,2524.506186,2596.259669,270.0,252.6584699,265.5038168,10.43%,10.01%,10.23%,Collector,9779,30,12317,2,28664,Public Utility,Others,Division No. 11,1105,2732.4,45.1,865.0,0,
1222600,9/10/2024,2024,Midblock,53.564247,-113.498262,5934913.31,26762.7793,NW,514.0,501.3895594,515.6404444,43.0,36.9863388,39.26335878,8.37%,7.38%,7.61%,Local,4600,40,103,2,23984,Parks and Services,Others,Division No. 11,414,1749.0,57.5,365.0,0,
1222626,9/10/2024,2024,Midblock,53.555783,-113.557743,5928136.304,31275.2003,NW,871.0,849.6309459,873.7798192,80.0,58.65300546,64.16412214,9.18%,6.90%,7.34%,Collector,9030,30,194,2,16861,Medium Scale Residential,Residential,Division No. 11,645,2875.6,72.3,470.0,0,
1222668,9/10/2024,2024,Midblock,53.55604,-113.59522,5929299.925,32882.0849,NW,1207.0,1177.387545,1210.852172,114.0,77.0,80.98854962,9.44%,6.54%,6.69%,Collector,3568,40,674,2,26575,Small Scale Residential,Residential,Division No. 11,476,1959.7,63.5,370.0,0,
1222692,9/10/2024,2024,Midblock,53.551043,-113.573238,5927107.341,32869.0423,NW,31731.0,30952.51383,31832.27031,7914.0,6997.972678,7316.278626,24.94%,22.61%,22.98%,Minor Arterial,6050,60,4741,2,26142,Small Scale Residential,Residential,Division No. 11,649,2564.2,65.7,540.0,0,
1225242,9/10/2024,2024,Midblock,53.546409,-113.596215,5924071.823,33136.7911,NW,1060.0,1033.994033,1063.383018,118.0,98.94808743,104.6450382,11.13%,9.57%,9.84%,Collector,9356,40,464,2,27862,Small Scale Residential,Residential,Division No. 11,405,2149.7,50.0,320.0,0,
1223047,9/10/2024,2024,Midblock,53.485264,-113.528812,5926726.985,32921.0835,SW,559.0,487.727958,517.0682094,17.0,14.54918033,15.67938931,3.04%,2.98%,3.03%,Collector,4418,40,7876,2,21361,Parks and Services,Others,Division No. 11,702,1684.7,60.8,625.0,0,
1225086,9/10/2024,2024,Midblock,53.491978,-113.521874,5925814.314,32985.4066,SW,597.0,520.8829891,552.2177478,46.0,47.22677596,49.64122137,7.71%,9.07%,8.99%,Local,415,40,3374,2,6979,Public Utility,Others,Division No. 11,543,2000.0,47.9,480.0,0,
1225094,9/10/2024,2024,Midblock,53.495622,-113.504482,5935619.508,33550.4395,SW,4740.0,4135.653883,4384.44242,1023.0,926.5765027,944.9122137,21.58%,22.40%,21.55%,Collector,49946,30,486,2,20977,Small Scale Residential,Residential,Division No. 11,695,2484.8,48.8,645.0,0,
1225107,9/10/2024,2024,Midblock,53.475921,-113.504908,5935814.551,32574.415,SW,6802.0,5934.750573,6291.767371,1154.0,1017.117486,1068.675573,16.97%,17.14%,16.99%,Collector,20712,30,7386,2,31687,Neighbourhood Commercial,Commercial,Division No. 11,355,1688.9,47.3,275.0,0,
1225174,9/10/2024,2024,Midblock,53.448628,-113.501195,5937031.072,33419.6255,SW,4020.0,3507.453293,3718.451166,535.0,461.7486339,460.5076336,13.31%,13.16%,12.38%,Collector,10432,30,1890,4,22276,Parks and Services,Others,Division No. 11,607,3587.5,60.8,510.0,0,
1225230,9/10/2024,2024,Midblock,53.4725,-113.504164,5935309.18,37632.2622,SW,6297.0,5494.137659,5824.648506,1197.0,1017.210383,1072.339695,19.01%,18.51%,18.41%,Collector,6115,50,9802,2,13969,Parks and Services,Others,Division No. 11,421,2726.7,66.2,370.0,0,
1228135,9/10/2024,2024,Midblock,53.464295,-113.503291,5935308.091,36873.845,SW,7355.0,6417.243526,6803.285654,1205.0,1071.437158,1115.98855,16.38%,16.70%,16.40%,Collector,10635,30,1503,4,14201,Small Scale Residential,Residential,Division No. 11,244,1399.9,51.3,195.0,0,
1225190,9/11/2024,2024,Midblock,53.552365,-113.493734,5940056.064,34714.2716,Downtown,19316.0,17651.19977,18406.25864,5004.0,4521.674863,4662.965649,25.91%,25.62%,25.33%,Minor Arterial,9087,50,5035,4,17506,Mixed Use,Others,Division No. 11,580,2712.8,32.7,490.0,0,
1228813,9/11/2024,2024,Midblock,53.554179,-113.508441,5939731.819,35822.6642,Downtown,27051.0,24719.53847,25776.95706,7517.0,6804.896175,6879.164122,27.79%,27.53%,26.69%,Minor Arterial,5430,50,12062,3,28911,Parks and Services,Others,Division No. 11,596,2121.0,61.2,490.0,0,
1225195,9/11/2024,2024,Midblock,53.565057,-113.495557,5940076.461,35979.879,NW,892.0,874.3492129,899.200648,90.0,54.6010929,61.08015267,10.09%,6.24%,6.79%,Local,11719,30,16545,2,19419,Parks and Services,Others,Division No. 11,414,1749.0,57.5,365.0,0,
1225207,9/11/2024,2024,Midblock,53.5493,-113.432181,5940072.361,35571.6516,SE,15756.0,14193.45481,14874.77088,2666.0,2154.931694,2302.572519,16.92%,15.18%,15.48%,Minor Arterial,5245,50,11000,2,5965,Small Scale Residential,Residential,Division No. 11,528,1722.1,55.8,475.0,0,
1228894,9/11/2024,2024,Midblock,53.549344,-113.443624,5940081.768,36410.0793,SE,12049.0,10854.08333,11375.10246,1963.0,1632.806011,1736.526718,16.29%,15.04%,15.27%,Minor Arterial,7309,50,8514,4,15823,Small Scale Residential,Residential,Division No. 11,643,1387.9,49.6,595.0,0,
1225672,9/12/2024,2024,Midblock,53.592154,-113.47568,5939662.222,34214.3226,NE,5543.0,4920.997754,5099.180307,850.0,651.0081967,703.9923664,15.33%,13.23%,13.81%,Collector,4101,50,5447,4,29675,Parks and Services,Others,Division No. 11,534,2239.9,53.0,415.0,0,
1228018,9/12/2024,2024,Midblock,53.589166,-113.458977,5928574.212,23775.1366,NE,1381.0,1226.032455,1270.425402,173.0,165.6584699,164.629771,12.53%,13.51%,12.96%,Collector,4809,40,948,2,30407,Parks and Services,Others,Division No. 11,535,1771.5,51.7,445.0,0,
1228857,9/12/2024,2024,Midblock,53.592252,-113.456563,5937019.045,25485.099,NE,3018.0,2679.338124,2776.353269,440.0,415.2103825,432.870229,14.58%,15.50%,15.59%,Collector,8785,30,4318,4,29446,Parks and Services,Others,Division No. 11,499,1735.0,48.8,400.0,0,
1228863,9/12/2024,2024,Midblock,53.592243,-113.462729,5930106.794,24289.2653,NE,3632.0,3224.438723,3341.19121,504.0,467.6393443,487.5572519,13.88%,14.50%,14.59%,Collector,4117,50,10043,3,28958,Small Scale Residential,Residential,Division No. 11,448,3333.3,55.7,395.0,0,
1228864,9/12/2024,2024,Midblock,53.59227,-113.450065,5932575.927,23941.6292,NE,3229.0,2866.660968,2970.458815,400.0,388.4153005,406.8854962,12.39%,13.55%,13.70%,Collector,6938,50,9273,4,28956,Small Scale Residential,Residential,Division No. 11,535,1771.5,51.7,445.0,0,
1228868,9/12/2024,2024,Midblock,53.588648,-113.483274,5931562.545,24973.7892,NE,861.0,764.3837392,792.0610219,107.0,86.27868852,91.15267176,12.43%,11.29%,11.51%,Collector,9070,40,8392,2,1106,Parks and Services,Others,Division No. 11,469,1653.7,55.6,450.0,0,
1225267,9/12/2024,2024,Midblock,53.489591,-113.641771,5929732.65,25162.4136,NW,2893.0,2753.038582,2831.287592,383.0,315.9644809,324.8091603,13.24%,11.48%,11.47%,Collector,10814,40,1716,2,2535,Small Scale Residential,Residential,Division No. 11,247,1124.3,43.5,230.0,0,
1228798,9/12/2024,2024,Midblock,53.565394,-113.61532,5927412.497,31777.8933,NW,33222.0,31614.74171,32513.32056,6973.0,6290.174863,6561.755725,20.99%,19.90%,20.18%,Minor Arterial,5819,60,14654,3,26263,Business Employment,Commercial,Division No. 11,141,14.9,,,0,
1228822,9/12/2024,2024,Midblock,53.503339,-113.633906,5928450.316,30189.1187,NW,1314.0,1250.429553,1285.970237,106.0,101.2786885,102.6068702,8.07%,8.10%,7.98%,Local,50353,40,11022,2,8575,Small-Medium Scale Transition Residential,Residential,Division No. 11,930,3954.1,65.4,780.0,0,
1228828,9/12/2024,2024,Midblock,53.525542,-113.638957,5927140.852,30956.3279,NW,4506.0,4288.002714,4409.879671,741.0,665.3005464,687.6984733,16.44%,15.52%,15.59%,Collector,4663,40,3275,2,23167,Small-Medium Scale Transition Residential,Residential,Division No. 11,461,7305.9,59.4,345.0,0,
1228835,9/12/2024,2024,Midblock,53.516388,-113.623473,5928473.954,31759.9471,NW,3704.0,3524.802941,3624.987639,777.0,741.4535519,723.870229,20.98%,21.04%,19.97%,Collector,50888,30,2256,2,6299,Small-Medium Scale Transition Residential,Residential,Division No. 11,400,1946.5,66.1,310.0,0,
1228882,9/12/2024,2024,Midblock,53.499936,-113.620776,5934497.826,33551.4514,NW,3367.0,3204.106777,3295.176398,476.0,468.0355191,481.4923664,14.14%,14.61%,14.61%,Collector,20876,30,6620,4,11027,Parks and Services,Others,Division No. 11,755,6365.9,53.8,595.0,0,
1225589,9/12/2024,2024,Midblock,53.512365,-113.50198,5935931.48,33741.462,SW,7764.0,7253.999399,7690.378251,1868.0,1617.497268,1578.339695,24.06%,22.30%,20.52%,Collector,21401,30,13308,4,22884,Parks and Services,Others,Division No. 11,803,5117.9,62.0,710.0,0,
1225599,9/12/2024,2024,Midblock,53.47873,-113.521312,5940255.295,34443.9981,SW,3823.0,3571.875284,3786.74859,486.0,366.704918,396.240458,12.71%,10.27%,10.46%,Collector,19930,40,3864,2,31618,Small Scale Residential,Residential,Division No. 11,486,2572.8,67.0,440.0,0,
1225607,9/12/2024,2024,Midblock,53.488149,-113.545144,5943095.898,39278.6578,SW,1330.0,1242.635137,1317.38834,144.0,115.6393443,119.9923664,10.83%,9.31%,9.11%,Collector,4869,40,4610,2,28532,Small Scale Residential,Residential,Division No. 11,383,1712.9,52.8,360.0,0,
1228773,9/12/2024,2024,Midblock,53.476338,-113.533714,5943591.745,38283.5367,SW,8817.0,8237.830075,8733.393231,990.0,730.3224044,799.9045802,11.23%,8.87%,9.16%,Collector,10147,30,1768,2,19802,Parks and Services,Others,Division No. 11,682,2788.2,58.8,570.0,0,
